,index,Individual_ID,DropoutPrediction,Probability_NoDrop,Probability_Drop,SR_NO,AGE,SCHOOL_ENTRY_AGE,LEV_CURR_ATTEND,COURSE_CD,DURATION_ACADEMY,WH_PRESENT_CLASS,INSTITUTION_CD,INSTITUTION_NATURE_CD,REASON_PRIVATE,MEDIUM_CD,LANGUAGE_CD,TYPE_COURSE_CD,EDUCATION_FREE,FEE_WAIVED,ANNUAL_AMT_WAIVED,REASON_WAIVED,SCHOLARSHIP,ANNUAL_AMT_RECVD,SCHOLARSHIP_TYPE,AGENCY,RECVD_TXT_BOOK_CD,RECVD_STAT_CD,FREE_MID_DAY_MEAL,PROVIDED_AGENCY,TRANSPORT_CD,CONCESSION_RECVD,DIST_RESIDENCE,EDU_INSTIT_CHANGE,PRIV_COACHING,PROPOSE_PRIV_COACHING,SRL_NO,ELE_NO,BLK,ROUND,ID_KEY
7103,7605,9703993,1.0,0.10026897095769839,0.8997310290423028,3,21.0,6.0,15.0,6.0,12.0,1.0,2.0,,2.0,2.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,,3.0,1.0,1.0,2.0,3,1,5,71,970399
7104,7606,9704004,1.0,0.07506269945012527,0.9249373005498753,4,18.0,6.0,11.0,4.0,12.0,2.0,2.0,,1.0,15.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,1.0,2.0,,4,1,5,71,970400
7105,7607,9704003,1.0,0.07501300912491879,0.9249869908750818,3,20.0,6.0,14.0,6.0,12.0,2.0,1.0,,,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,3,1,5,71,970400
7106,7608,9704013,1.0,0.1250005904252804,0.8749994095747208,3,14.0,5.0,8.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,3.0,1.0,1.0,1.0,3,1,5,71,970401
7108,7610,9704031,1.0,0.1287484848812728,0.871251515118725,1,19.0,6.0,14.0,3.0,12.0,2.0,2.0,,1.0,2.0,15.0,1.0,2.0,3.0,,,1.0,2000.0,3.0,1.0,6.0,3.0,2.0,,4.0,,2.0,1.0,2.0,,1,1,5,71,970403
7112,7614,9704083,1.0,0.07031349453805312,0.9296865054619483,3,22.0,5.0,16.0,6.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,3,1,5,71,970408
7114,7616,9704108,1.0,0.006899228350199386,0.993100771649799,8,8.0,5.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,1.0,8,1,5,71,970410
7115,7617,9704105,1.0,0.007449173379393768,0.9925508266206055,5,10.0,5.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,1.0,5,1,5,71,970410
7134,7636,9704264,1.0,0.19344310645828075,0.8065568935417208,4,16.0,5.0,11.0,2.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,5.0,2.0,,4,1,5,71,970426
7135,7637,9704263,1.0,0.19635723656614423,0.8036427634338565,3,18.0,5.0,15.0,2.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,5.0,2.0,,3,1,5,71,970426
7136,7638,9704274,1.0,0.2089660402213817,0.7910339597786171,4,10.0,6.0,8.0,1.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,4,1,5,71,970427
7138,7640,9704284,1.0,0.24515124209175254,0.7548487579082466,4,15.0,5.0,8.0,1.0,12.0,1.0,2.0,1.0,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,1.0,2.0,,4,1,5,71,970428
7139,7641,9704283,1.0,0.24966877921103559,0.7503312207889626,3,17.0,5.0,10.0,1.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,1.0,2.0,,3,1,5,71,970428
7145,7647,9641144,1.0,0.09030227004894521,0.9096977299510542,4,18.0,5.0,11.0,3.0,12.0,2.0,3.0,1.0,4.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,4,1,5,71,964114
7146,7648,9641143,1.0,0.08807417666454039,0.9119258233354608,3,21.0,5.0,14.0,6.0,12.0,2.0,3.0,1.0,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,964114
7153,7655,9641223,1.0,0.14893181449311294,0.8510681855068879,3,15.0,5.0,10.0,1.0,12.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,3.0,1.0,1.0,1.0,3,1,5,71,964122
7159,7661,9738083,1.0,0.24769747507917866,0.7523025249208213,3,11.0,5.0,7.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,3,1,5,71,973808
7169,7671,9741514,1.0,0.22957686171905656,0.7704231382809436,4,20.0,6.0,15.0,2.0,10.0,2.0,1.0,,,2.0,1.0,3.0,2.0,3.0,,,2.0,,,,1.0,6.0,,,,,,1.0,2.0,,4,1,5,71,974151
7171,7673,9741515,1.0,0.07325737590642523,0.9267426240935738,5,22.0,6.0,15.0,4.0,6.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,,,2.0,,,,1.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,5,1,5,71,974151
7174,7676,9741543,1.0,0.06443370629106128,0.9355662937089393,3,18.0,6.0,13.0,6.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,1.0,1.0,3,1,5,71,974154
7176,7678,9741553,1.0,0.05883945053287715,0.9411605494671224,3,18.0,6.0,13.0,6.0,12.0,2.0,2.0,,2.0,2.0,7.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,5.0,1.0,1.0,1.0,3,1,5,71,974155
7178,7680,9741563,1.0,0.051800797648420355,0.948199202351578,3,10.0,6.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,1.0,1.0,1.0,3,1,5,71,974156
7181,7683,9741584,1.0,0.052247990162757954,0.9477520098372423,4,16.0,5.0,10.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,4,1,5,71,974158
7182,7684,9741583,1.0,0.051328899592425516,0.9486711004075749,3,18.0,5.0,11.0,3.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,3,1,5,71,974158
7183,7685,9741608,1.0,0.10666876412555801,0.893331235874443,8,12.0,5.0,8.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,1.0,,4.0,1.0,2.0,,8,1,5,71,974160
7184,7686,9741606,1.0,0.009157679472810367,0.9908423205271902,6,10.0,5.0,7.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,4.0,1.0,2.0,,6,1,5,71,974160
7185,7687,9741605,1.0,0.009515613629484679,0.9904843863705138,5,18.0,5.0,11.0,4.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,4.0,1.0,2.0,,5,1,5,71,974160
7186,7688,9741607,1.0,0.10970209827537675,0.8902979017246222,7,15.0,5.0,8.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,4.0,1.0,2.0,,7,1,5,71,974160
7209,7720,9715664,1.0,0.0005650024489505748,0.999434997551049,4,9.0,6.0,7.0,1.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,1.0,2.0,,9.0,2.0,,,,6.0,6.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,,4,1,5,71,971566
7210,7721,9715665,1.0,0.0005307918295689747,0.9994692081704312,5,7.0,6.0,7.0,1.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,1.0,2.0,,9.0,2.0,,,,6.0,6.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,,5,1,5,71,971566
7211,7722,9715673,1.0,0.0026729276779406306,0.9973270723220572,3,18.0,7.0,12.0,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,6.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,9.0,3,1,5,71,971567
7222,7733,9642925,1.0,0.12263251812188762,0.8773674818781135,5,18.0,5.0,12.0,6.0,12.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,4.0,1.0,1.0,2.0,5,1,5,71,964292
7223,7734,9642935,1.0,0.08655547967130288,0.9134445203286964,5,20.0,5.0,13.0,5.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,5,1,5,71,964293
7225,7736,9642964,1.0,0.025329448261206717,0.9746705517387924,4,20.0,5.0,14.0,10.0,12.0,1.0,3.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,2.0,,4,1,5,71,964296
7226,7737,9642963,1.0,0.025329448261206717,0.9746705517387924,3,20.0,5.0,14.0,6.0,12.0,1.0,1.0,,,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,1.0,3.0,3,1,5,71,964296
7228,7739,9642983,1.0,0.16802864232387085,0.8319713576761278,3,10.0,5.0,7.0,1.0,12.0,1.0,2.0,,3.0,2.0,5.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,3.0,3,1,5,71,964298
7229,7740,9642993,1.0,0.16801379167727146,0.8319862083227282,3,8.0,5.0,7.0,1.0,12.0,1.0,2.0,,3.0,2.0,5.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,2.0,,3,1,5,71,964299
7230,7741,9643003,1.0,0.17003045366914904,0.8299695463308507,3,18.0,5.0,11.0,4.0,12.0,1.0,1.0,,,2.0,5.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,964300
7231,7742,9643012,1.0,0.015155950884424006,0.9848440491155774,2,11.0,5.0,7.0,1.0,12.0,1.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,2,1,5,71,964301
7232,7743,9643168,1.0,0.038296084048355085,0.9617039159516442,8,20.0,5.0,14.0,6.0,12.0,1.0,1.0,,,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,8,1,5,71,964316
7233,7744,9643174,1.0,0.05948518378961002,0.9405148162103899,4,16.0,5.0,10.0,1.0,12.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,,,2.0,,,,2.0,1.0,2.0,,1.0,,1.0,1.0,1.0,3.0,4,1,5,71,964317
7249,7760,9750964,1.0,0.16917029303375525,0.8308297069662436,4,20.0,5.0,11.0,11.0,12.0,2.0,3.0,1.0,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,1.0,1.0,4,1,5,71,975096
7250,7761,9751134,1.0,0.0173843769704371,0.9826156230295614,4,16.0,5.0,12.0,14.0,12.0,2.0,1.0,,,2.0,15.0,1.0,1.0,2.0,3000.0,3.0,1.0,2000.0,3.0,1.0,6.0,6.0,2.0,,2.0,,5.0,1.0,1.0,1.0,4,1,5,71,975113
7251,7762,9751154,1.0,0.15407889747024273,0.8459211025297574,4,11.0,5.0,7.0,1.0,12.0,2.0,1.0,1.0,,2.0,15.0,1.0,2.0,3.0,,,2.0,,2.0,,6.0,6.0,2.0,,1.0,,1.0,3.0,2.0,,4,1,5,71,975115
7253,7764,9751155,1.0,0.14754269654828858,0.8524573034517122,5,10.0,5.0,7.0,1.0,12.0,2.0,1.0,1.0,,2.0,15.0,1.0,2.0,3.0,,,2.0,,2.0,,6.0,6.0,2.0,,1.0,,2.0,3.0,2.0,,5,1,5,71,975115
7254,7765,9751164,1.0,0.20984289607301382,0.7901571039269875,4,9.0,5.0,7.0,1.0,12.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,4,1,5,71,975116
7255,7766,9751163,1.0,0.23593124755419817,0.7640687524458015,3,14.0,5.0,7.0,1.0,12.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,3,1,5,71,975116
7257,7768,9751173,1.0,0.03865118640498629,0.9613488135950123,3,18.0,5.0,11.0,3.0,12.0,2.0,1.0,,,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,3.0,2.0,,3,1,5,71,975117
7258,7769,9751194,1.0,0.007360138210970878,0.9926398617890317,4,18.0,5.0,11.0,3.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,,5.0,1.0,2.0,,4,1,5,71,975119
7259,7770,9751193,1.0,0.007229870949813032,0.9927701290501889,3,20.0,5.0,12.0,3.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,,5.0,1.0,2.0,,3,1,5,71,975119
7263,7775,9751236,1.0,0.02027726352758989,0.9797227364724101,6,27.0,6.0,16.0,14.0,24.0,2.0,3.0,1.0,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,,1.0,2.0,,6,1,5,71,975123
7268,7782,9751273,1.0,0.10247573175221154,0.8975242682477891,3,9.0,5.0,7.0,1.0,12.0,2.0,1.0,3.0,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,3.0,3.0,2.0,,3,1,5,71,975127
7283,7797,9751384,1.0,0.18045835184523262,0.8195416481547666,4,18.0,6.0,10.0,3.0,12.0,2.0,2.0,1.0,2.0,15.0,15.0,1.0,1.0,,2400.0,3.0,2.0,,1.0,1.0,2.0,2.0,2.0,,4.0,2.0,5.0,1.0,2.0,1.0,4,1,5,71,975138
7284,7798,9751383,1.0,0.018826621018063334,0.9811733789819375,3,20.0,6.0,11.0,14.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,1.0,,5000.0,3.0,1.0,3500.0,3.0,1.0,6.0,6.0,2.0,,4.0,2.0,5.0,1.0,1.0,1.0,3,1,5,71,975138
7285,7799,9751385,1.0,0.0180528207434635,0.9819471792565363,5,16.0,6.0,8.0,1.0,12.0,2.0,2.0,1.0,2.0,15.0,15.0,1.0,1.0,,2400.0,3.0,4.0,,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,5.0,1.0,2.0,,5,1,5,71,975138
7287,7801,9751403,1.0,0.03786422841090681,0.9621357715890928,3,12.0,6.0,8.0,1.0,12.0,2.0,2.0,,5.0,15.0,1.0,1.0,1.0,,,,2.0,,,,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,,3,1,5,71,975140
7288,7806,9715674,1.0,0.0025574261113002596,0.9974425738887017,4,14.0,7.0,12.0,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,6.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,9.0,4,1,5,71,971567
7289,7820,9751974,1.0,0.2399150443222149,0.7600849556777848,4,21.0,5.0,13.0,14.0,24.0,2.0,1.0,,,15.0,15.0,1.0,2.0,,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,4.0,1.0,2.0,,4,1,5,71,975197
7310,7849,9752193,1.0,0.032441475447271204,0.9675585245527276,3,22.0,5.0,11.0,3.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,1.0,2.0,,3,1,5,71,975219
7326,7865,9650174,1.0,0.07480496158552304,0.9251950384144763,4,17.0,6.0,15.0,2.0,12.0,2.0,1.0,,,2.0,29.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,1.0,1.0,4,1,5,71,965017
7331,7871,9662544,1.0,0.052903645525192895,0.947096354474807,4,24.0,6.0,16.0,6.0,12.0,2.0,1.0,,,2.0,15.0,1.0,2.0,3.0,,,1.0,96000.0,3.0,1.0,6.0,6.0,2.0,,4.0,2.0,5.0,3.0,2.0,,4,1,5,71,966254
7332,7872,9662553,1.0,0.013986680729971326,0.9860133192700281,3,25.0,6.0,15.0,2.0,12.0,2.0,2.0,,6.0,1.0,7.0,1.0,2.0,2.0,,5.0,2.0,,,,6.0,6.0,2.0,,4.0,,3.0,1.0,1.0,1.0,3,1,5,71,966255
7336,7876,9662606,1.0,0.034080079872080726,0.965919920127919,6,12.0,6.0,7.0,1.0,12.0,2.0,2.0,1.0,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,6,1,5,71,966260
7337,7877,9662605,1.0,0.0341257134991929,0.9658742865008063,5,15.0,6.0,7.0,1.0,12.0,2.0,2.0,1.0,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,2.0,1.0,1.0,,1.0,1.0,2.0,,5,1,5,71,966260
7341,7881,9752373,1.0,0.0749981834281856,0.9250018165718146,3,21.0,6.0,13.0,14.0,6.0,1.0,2.0,,2.0,2.0,15.0,2.0,2.0,2.0,25000.0,6.0,2.0,,,,6.0,6.0,2.0,,4.0,,5.0,2.0,1.0,1.0,3,1,5,71,975237
7342,7882,97523810,1.0,0.061733614737382904,0.9382663852626187,10,26.0,6.0,16.0,6.0,12.0,2.0,3.0,1.0,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,10,1,5,71,975238
7352,7894,9752472,1.0,0.21042054443393207,0.7895794555660681,2,18.0,5.0,10.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,900.0,3.0,2.0,,,,2.0,6.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2,1,5,71,975247
7353,7895,9752473,1.0,0.19500128675933404,0.8049987132406674,3,14.0,5.0,8.0,1.0,12.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,500.0,3.0,2.0,,,,2.0,6.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,3,1,5,71,975247
7358,7900,9752533,1.0,0.18366475078800795,0.8163352492119904,3,21.0,6.0,13.0,14.0,12.0,2.0,1.0,,,15.0,15.0,1.0,2.0,,,,2.0,,,,6.0,6.0,2.0,,2.0,2.0,5.0,4.0,2.0,,3,1,5,71,975253
7359,7901,9752535,1.0,0.17348332406080808,0.8265166759391902,5,16.0,6.0,13.0,14.0,12.0,2.0,3.0,1.0,5.0,15.0,15.0,1.0,2.0,,,,2.0,,,,6.0,6.0,2.0,,2.0,2.0,5.0,2.0,1.0,1.0,5,1,5,71,975253
7377,7936,9779395,1.0,0.09572158043612829,0.9042784195638717,5,15.0,5.0,10.0,1.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,1.0,5,1,5,71,977939
7392,7951,9713184,1.0,0.026566906763570593,0.9734330932364279,4,22.0,6.0,14.0,13.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,4,1,5,71,971318
7393,7952,9713185,1.0,0.24849307905376095,0.75150692094624,5,21.0,6.0,15.0,6.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,5,1,5,71,971318
7394,7954,9693114,1.0,0.058035909897260415,0.9419640901027388,4,19.0,6.0,11.0,4.0,12.0,2.0,3.0,1.0,2.0,2.0,18.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,3.0,1.0,1.0,9.0,4,1,5,71,969311
7395,7955,9693113,1.0,0.05636120937960969,0.9436387906203894,3,21.0,6.0,13.0,4.0,12.0,2.0,2.0,,2.0,2.0,18.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,9.0,3,1,5,71,969311
7396,7956,9693136,1.0,0.08901152193581784,0.9109884780641797,6,9.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,4.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,2.0,9.0,,1.0,1.0,2.0,,6,1,5,71,969313
7397,7957,9693133,1.0,0.11203752290165513,0.8879624770983446,3,6.0,5.0,7.0,1.0,12.0,2.0,2.0,3.0,4.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,1.0,1.0,9.0,,3.0,1.0,2.0,,3,1,5,71,969313
7400,7960,9698504,1.0,0.09393534212505769,0.9060646578749416,4,17.0,6.0,13.0,13.0,6.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,5.0,5.0,2.0,,4,1,5,71,969850
7401,7961,9698506,1.0,0.12581845557930024,0.8741815444206987,6,8.0,6.0,7.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,,6,1,5,71,969850
7402,7962,9698505,1.0,0.09416138739681909,0.9058386126031815,5,15.0,6.0,11.0,11.0,3.0,1.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,5.0,1.0,3.0,5,1,5,71,969850
7419,7979,9699454,1.0,0.02882762573254266,0.971172374267458,4,8.0,6.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,2.0,5.0,1.0,1.0,1.0,4,1,5,71,969945
7423,7983,9699501,1.0,0.00023125621909422765,0.9997687437809065,1,24.0,6.0,16.0,13.0,12.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,1,1,5,71,969950
7427,7987,9699543,1.0,0.028656408466143056,0.9713435915338562,3,8.0,6.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,1.0,1.0,9.0,3,1,5,71,969954
7434,7994,9699584,1.0,0.03417797906632139,0.9658220209336787,4,14.0,6.0,10.0,1.0,10.0,2.0,2.0,2.0,2.0,15.0,15.0,1.0,2.0,2.0,300.0,1.0,2.0,,,,6.0,6.0,2.0,,4.0,,4.0,5.0,2.0,,4,1,5,71,969958
7435,7995,9699583,1.0,0.03483027266559089,0.9651697273344086,3,16.0,6.0,12.0,6.0,12.0,2.0,2.0,2.0,5.0,2.0,15.0,1.0,2.0,2.0,12000.0,1.0,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,2.0,2.0,,3,1,5,71,969958
7437,7997,9699593,1.0,0.021513839587005854,0.9784861604129944,3,7.0,6.0,7.0,1.0,10.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,2.0,,3,1,5,71,969959
7438,7998,9717364,1.0,0.0014688430083636393,0.9985311569916377,4,15.0,6.0,8.0,1.0,10.0,2.0,1.0,2.0,2.0,15.0,15.0,1.0,2.0,2.0,2000.0,2.0,2.0,,,2.0,6.0,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,,4,1,5,71,971736
7439,7999,9717363,1.0,0.0012423629669524184,0.9987576370330489,3,20.0,6.0,13.0,6.0,10.0,2.0,2.0,1.0,1.0,15.0,15.0,1.0,2.0,1.0,33000.0,2.0,2.0,,,2.0,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,1.0,3,1,5,71,971736
7440,8000,9717365,1.0,0.019086805376433348,0.9809131946235664,5,10.0,6.0,7.0,1.0,10.0,2.0,1.0,1.0,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,,5,1,5,71,971736
7441,8001,9717374,1.0,0.007552776962048387,0.9924472230379529,4,20.0,6.0,15.0,1.0,10.0,1.0,2.0,,6.0,15.0,15.0,1.0,1.0,,18000.0,,2.0,,,,6.0,6.0,2.0,,9.0,,3.0,3.0,2.0,,4,1,5,71,971737
7442,8002,9717373,1.0,0.0001318171747449349,0.9998681828252558,3,25.0,6.0,15.0,11.0,10.0,1.0,2.0,,6.0,15.0,15.0,1.0,1.0,,18000.0,,2.0,,,,6.0,6.0,2.0,,9.0,,3.0,3.0,2.0,,3,1,5,71,971737
7443,8003,9717375,1.0,0.0017948535276218686,0.9982051464723787,5,15.0,6.0,10.0,1.0,10.0,1.0,1.0,,6.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,9.0,,3.0,3.0,2.0,,5,1,5,71,971737
7445,8005,9717385,1.0,0.054249169075920874,0.9457508309240803,5,11.0,6.0,7.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,2.0,,2.0,2.0,,,,5.0,6.0,1.0,1.0,1.0,,2.0,1.0,1.0,9.0,5,1,5,71,971738
7446,8006,9717387,1.0,0.04669494071888114,0.9533050592811203,7,8.0,6.0,7.0,1.0,10.0,2.0,1.0,,,15.0,15.0,1.0,1.0,2.0,,2.0,2.0,,,,5.0,6.0,1.0,1.0,1.0,,2.0,1.0,1.0,9.0,7,1,5,71,971738
7447,8007,9717393,1.0,0.15381698483961415,0.8461830151603844,3,7.0,6.0,7.0,1.0,1.0,2.0,1.0,,,15.0,15.0,1.0,1.0,,,,2.0,,,,2.0,6.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,3,1,5,71,971739
