,index,Individual_ID,DropoutPrediction,Probability_NoDrop,Probability_Drop,SR_NO,AGE,SCHOOL_ENTRY_AGE,LEV_CURR_ATTEND,COURSE_CD,DURATION_ACADEMY,WH_PRESENT_CLASS,INSTITUTION_CD,INSTITUTION_NATURE_CD,REASON_PRIVATE,MEDIUM_CD,LANGUAGE_CD,TYPE_COURSE_CD,EDUCATION_FREE,FEE_WAIVED,ANNUAL_AMT_WAIVED,REASON_WAIVED,SCHOLARSHIP,ANNUAL_AMT_RECVD,SCHOLARSHIP_TYPE,AGENCY,RECVD_TXT_BOOK_CD,RECVD_STAT_CD,FREE_MID_DAY_MEAL,PROVIDED_AGENCY,TRANSPORT_CD,CONCESSION_RECVD,DIST_RESIDENCE,EDU_INSTIT_CHANGE,PRIV_COACHING,PROPOSE_PRIV_COACHING,SRL_NO,ELE_NO,BLK,ROUND,ID_KEY
31,32,9765463,1.0,0.03815591769525404,0.9618440823047466,3,19.0,6.0,15.0,6.0,12.0,2.0,2.0,,5.0,2.0,1.0,1.0,2.0,2.0,35000.0,3.0,2.0,,,,6.0,6.0,2.0,,2.0,2.0,5.0,1.0,1.0,9.0,3,1,5,71,976546
36,37,9765493,1.0,0.07287662057826848,0.9271233794217318,3,19.0,6.0,11.0,2.0,8.0,2.0,2.0,,6.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,9.0,,4.0,5.0,2.0,,3,1,5,71,976549
42,44,9650403,1.0,0.02492830725902131,0.9750716927409788,3,18.0,5.0,13.0,6.0,10.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,3.0,1.0,1.0,2.0,3,1,5,71,965040
43,45,9650413,1.0,0.08656072801370333,0.9134392719862969,3,10.0,5.0,7.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,3.0,1.0,1.0,2.0,3,1,5,71,965041
44,46,9650424,1.0,0.08656072801370333,0.9134392719862969,4,10.0,5.0,8.0,1.0,12.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,4.0,1.0,1.0,2.0,4,1,5,71,965042
45,47,9650423,1.0,0.09054677416441188,0.9094532258355886,3,15.0,5.0,10.0,1.0,12.0,2.0,2.0,,4.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,4.0,1.0,1.0,2.0,3,1,5,71,965042
47,49,9650433,1.0,0.1019512364094884,0.898048763590512,3,15.0,5.0,10.0,1.0,10.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,4.0,1.0,2.0,,3,1,5,71,965043
49,51,9650464,1.0,0.04323674685630478,0.9567632531436965,4,10.0,5.0,7.0,1.0,10.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,2.0,4,1,5,71,965046
50,52,9650463,1.0,0.046246906895628735,0.9537530931043718,3,13.0,5.0,8.0,1.0,10.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,2.0,3,1,5,71,965046
53,55,9653553,1.0,0.032794623719390924,0.967205376280608,3,8.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,3,1,5,71,965355
54,56,9653568,1.0,0.06311075784038474,0.9368892421596137,8,10.0,5.0,7.0,1.0,12.0,2.0,2.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,8,1,5,71,965356
57,59,9653574,1.0,0.15921287635987993,0.8407871236401199,4,7.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,4,1,5,71,965357
58,60,9653573,1.0,0.019805585149836692,0.9801944148501631,3,10.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,3,1,5,71,965357
59,61,9653608,1.0,0.16624601196570632,0.8337539880342923,8,6.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,8,1,5,71,965360
60,62,9653607,1.0,0.22399635990908734,0.7760036400909127,7,17.0,5.0,11.0,4.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,3.0,1.0,1.0,1.0,7,1,5,71,965360
61,63,9653624,1.0,0.06237644235739202,0.9376235576426064,4,22.0,5.0,14.0,6.0,6.0,2.0,2.0,,2.0,2.0,7.0,1.0,2.0,,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,3.0,1.0,1.0,1.0,4,1,5,71,965362
67,69,9656185,1.0,0.04457922714453709,0.9554207728554622,5,17.0,5.0,11.0,4.0,12.0,2.0,1.0,,,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,1.0,5,1,5,71,965618
68,70,9656194,1.0,0.009234154590235634,0.9907658454097641,4,7.0,5.0,7.0,1.0,12.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4,1,5,71,965619
69,71,9656193,1.0,0.009665647841456827,0.9903343521585438,3,18.0,5.0,11.0,4.0,12.0,2.0,1.0,,,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,1.0,3,1,5,71,965619
70,72,9656195,1.0,0.009539491955471312,0.990460508044527,5,9.0,5.0,7.0,1.0,12.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,5,1,5,71,965619
73,75,9656234,1.0,0.058323308857003216,0.9416766911429983,4,10.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,4,1,5,71,965623
76,78,9656254,1.0,0.008991205854527269,0.9910087941454743,4,19.0,5.0,14.0,6.0,12.0,2.0,1.0,,,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,4,1,5,71,965625
77,79,9656253,1.0,0.008557359115284395,0.991442640884716,3,22.0,5.0,13.0,19.0,12.0,2.0,1.0,,,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,965625
79,81,9656263,1.0,0.1411222488253166,0.8588777511746829,3,20.0,5.0,15.0,4.0,12.0,2.0,3.0,1.0,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,3.0,3,1,5,71,965626
80,82,9656923,1.0,0.04598261243409116,0.9540173875659105,3,20.0,5.0,15.0,19.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,965692
81,83,9656932,1.0,0.0036649818043663386,0.9963350181956327,2,18.0,5.0,11.0,1.0,12.0,1.0,1.0,,,1.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,2.0,3.0,2.0,,2,1,5,71,965693
82,84,9656933,1.0,0.003998390967940361,0.9960016090320605,3,15.0,5.0,10.0,1.0,12.0,1.0,1.0,,,1.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,5.0,3.0,2.0,,3,1,5,71,965693
85,87,9656965,1.0,0.1275351887929137,0.8724648112070852,5,13.0,5.0,7.0,1.0,12.0,2.0,3.0,1.0,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,5,1,5,71,965696
86,88,9656973,1.0,0.20874538714332866,0.7912546128566705,3,6.0,6.0,7.0,1.0,12.0,2.0,3.0,1.0,4.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,5.0,2.0,,3,1,5,71,965697
87,89,9657103,1.0,0.027701496914490354,0.9722985030855092,3,19.0,5.0,14.0,6.0,12.0,1.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,1.0,3.0,1.0,2.0,,3,1,5,71,965710
88,91,9657123,1.0,0.01698290905360984,0.9830170909463893,3,7.0,5.0,7.0,1.0,12.0,1.0,2.0,,6.0,2.0,7.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,9.0,3,1,5,71,965712
89,92,9657132,1.0,0.036632808683619025,0.9633671913163838,2,18.0,5.0,11.0,4.0,12.0,1.0,2.0,,5.0,2.0,29.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,3.0,1.0,1.0,2.0,2,1,5,71,965713
90,93,9657146,1.0,0.054208325850792036,0.9457916741492082,6,19.0,5.0,14.0,4.0,12.0,1.0,1.0,,,2.0,7.0,1.0,2.0,2.0,5000.0,2.0,2.0,,,,5.0,3.0,2.0,,3.0,1.0,5.0,1.0,2.0,,6,1,5,71,965714
91,94,9657145,1.0,0.054651634087380656,0.945348365912618,5,20.0,5.0,14.0,4.0,12.0,1.0,1.0,,,2.0,7.0,1.0,2.0,2.0,5000.0,2.0,2.0,,,,5.0,3.0,2.0,,3.0,1.0,5.0,1.0,2.0,,5,1,5,71,965714
105,108,9659893,1.0,0.10816111296443592,0.8918388870355656,3,13.0,6.0,8.0,1.0,12.0,2.0,2.0,,2.0,2.0,29.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,2.0,1.0,1.0,1.0,3,1,5,71,965989
108,111,9661343,1.0,0.027389686733493283,0.9726103132665083,3,22.0,6.0,14.0,2.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,1.0,3000.0,6.0,2.0,,,,6.0,6.0,2.0,,3.0,1.0,4.0,1.0,2.0,,3,1,5,71,966134
129,132,9658865,1.0,0.10546579760043012,0.8945342023995694,5,16.0,6.0,11.0,2.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,5,1,5,71,965886
133,136,9740244,1.0,0.10116368722061679,0.898836312779382,4,20.0,6.0,14.0,12.0,12.0,2.0,1.0,,,3.0,7.0,1.0,2.0,3.0,,,1.0,3000.0,9.0,1.0,6.0,6.0,2.0,,3.0,2.0,2.0,1.0,1.0,2.0,4,1,5,71,974024
134,137,9740243,1.0,0.09441101922173234,0.9055889807782668,3,25.0,6.0,14.0,8.0,12.0,2.0,1.0,,,3.0,7.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,5.0,1.0,2.0,,3,1,5,71,974024
136,139,9740253,1.0,0.030677600916438234,0.9693223990835624,3,14.0,6.0,8.0,1.0,12.0,2.0,2.0,,4.0,2.0,7.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,2.0,2.0,1.0,1.0,3,1,5,71,974025
142,146,9667394,1.0,0.012738824822360805,0.9872611751776379,4,19.0,6.0,11.0,3.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,1.0,4,1,5,71,966739
143,147,9667393,1.0,0.012396260050297233,0.9876037399497033,3,21.0,6.0,15.0,6.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,1.0,20000.0,3.0,1.0,6.0,6.0,2.0,,9.0,,5.0,5.0,1.0,1.0,3,1,5,71,966739
144,148,9667404,1.0,0.15009377796152962,0.8499062220384711,4,12.0,6.0,8.0,1.0,12.0,2.0,2.0,1.0,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,9.0,,4.0,1.0,2.0,,4,1,5,71,966740
150,154,9667433,1.0,0.041756975957507436,0.9582430240424921,3,22.0,6.0,15.0,6.0,12.0,1.0,3.0,1.0,5.0,15.0,15.0,1.0,2.0,3.0,,,1.0,20000.0,3.0,1.0,6.0,6.0,2.0,,9.0,,5.0,1.0,2.0,,3,1,5,71,966743
151,155,9667443,1.0,0.03297571580254479,0.9670242841974543,3,8.0,6.0,7.0,1.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,4.0,2.0,,3,1,5,71,966744
152,156,9667474,1.0,0.0011609334379815625,0.9988390665620185,4,14.0,6.0,8.0,1.0,12.0,2.0,2.0,1.0,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,1.0,,5.0,1.0,2.0,,4,1,5,71,966747
153,157,9667473,1.0,0.001043287188308944,0.9989567128116924,3,17.0,6.0,13.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,5.0,1.0,1.0,1.0,3,1,5,71,966747
154,158,9667475,1.0,0.0011965101872600614,0.9988034898127397,5,13.0,6.0,8.0,1.0,12.0,2.0,2.0,1.0,1.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,5.0,1.0,2.0,,5,1,5,71,966747
155,159,9667486,1.0,0.025324884287858677,0.9746751157121419,6,12.0,6.0,8.0,1.0,12.0,2.0,2.0,1.0,1.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,1.0,6.0,1.0,1.0,9.0,,5.0,1.0,1.0,1.0,6,1,5,71,966748
156,160,9667485,1.0,0.24321824097954842,0.7567817590204498,5,17.0,6.0,11.0,1.0,12.0,2.0,2.0,,1.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,1.0,5,1,5,71,966748
157,161,9667594,1.0,0.03296590709887291,0.9670340929011257,4,25.0,6.0,16.0,13.0,6.0,1.0,3.0,1.0,4.0,2.0,15.0,2.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,2.0,4,1,5,71,966759
159,163,9667606,1.0,0.09286894526454463,0.9071310547354537,6,13.0,6.0,8.0,1.0,1.0,2.0,1.0,,,15.0,1.0,1.0,2.0,3.0,,,,2.0,,,6.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,6,1,5,71,966760
161,165,9667609,1.0,0.09891489246006882,0.9010851075399329,9,15.0,6.0,8.0,1.0,1.0,2.0,1.0,,,15.0,1.0,1.0,2.0,3.0,,,,2.0,,,6.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,9,1,5,71,966760
175,179,9667726,1.0,0.002074884448275665,0.997925115551723,6,18.0,6.0,11.0,3.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,4.0,2.0,3.0,1.0,1.0,1.0,6,1,5,71,966772
176,180,9667725,1.0,0.0013668886975296598,0.99863311130247,5,19.0,6.0,13.0,3.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,3.0,1.0,2.0,,5,1,5,71,966772
181,185,9667764,1.0,0.016199782625016628,0.9838002173749828,4,14.0,5.0,8.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,2.0,,9.0,2.0,,,,1.0,6.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,,4,1,5,71,966776
182,186,9667763,1.0,0.167387180354551,0.8326128196454506,3,15.0,6.0,8.0,1.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,2.0,,9.0,2.0,,,,1.0,6.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,,3,1,5,71,966776
193,197,9667943,1.0,0.08997054415426142,0.9100294558457397,3,10.0,6.0,7.0,1.0,12.0,2.0,1.0,1.0,,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,1.0,4.0,2.0,,3,1,5,71,966794
210,214,9659894,1.0,0.010139933490895156,0.9898600665091034,4,10.0,6.0,7.0,1.0,12.0,2.0,2.0,,2.0,2.0,29.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,4,1,5,71,965989
218,222,9753362,1.0,0.03166863632362666,0.9683313636763716,2,24.0,6.0,15.0,5.0,12.0,2.0,3.0,1.0,,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,2.0,5.0,1.0,2.0,,2,1,5,71,975336
225,236,9753443,1.0,0.009880039479603676,0.9901199605203953,3,22.0,5.0,15.0,2.0,36.0,2.0,2.0,,2.0,15.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,2.0,3.0,1.0,2.0,,3,1,5,71,975344
234,246,9663844,1.0,0.013346740081272599,0.9866532599187277,4,24.0,6.0,16.0,2.0,12.0,2.0,2.0,,1.0,15.0,15.0,1.0,2.0,2.0,,2.0,2.0,,,,6.0,6.0,2.0,,1.0,,2.0,1.0,2.0,,4,1,5,71,966384
237,250,9663966,1.0,0.05279793289960264,0.9472020671003971,6,13.0,6.0,10.0,1.0,12.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,10000.0,9.0,2.0,,,,6.0,6.0,2.0,,2.0,2.0,2.0,1.0,2.0,,6,1,5,71,966396
238,251,9663965,1.0,0.05565602198576539,0.944343978014233,5,15.0,6.0,10.0,1.0,12.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,10000.0,9.0,2.0,,,,6.0,6.0,2.0,,2.0,2.0,2.0,1.0,2.0,,5,1,5,71,966396
239,252,9663969,1.0,0.05122292742149856,0.948777072578503,9,12.0,6.0,8.0,1.0,12.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,10000.0,9.0,2.0,,,,6.0,6.0,2.0,,2.0,2.0,2.0,1.0,2.0,,9,1,5,71,966396
241,254,9663985,1.0,0.047918108150904797,0.9520818918490954,5,25.0,6.0,16.0,5.0,12.0,2.0,3.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,120000.0,9.0,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,5,1,5,71,966398
246,259,9664018,1.0,0.012911261613708421,0.9870887383862912,8,12.0,6.0,10.0,1.0,12.0,2.0,2.0,,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,9.0,8,1,5,71,966401
247,260,9664015,1.0,0.013529691123469084,0.9864703088765292,5,14.0,6.0,10.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,1.0,,,,2.0,,,,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,9.0,5,1,5,71,966401
248,261,9664019,1.0,0.011384014973959801,0.9886159850260413,9,8.0,8.0,6.0,7.0,1.0,12.0,2.0,,2.0,15.0,15.0,1.0,1.0,,,,2.0,,,,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,9.0,9,1,5,71,966401
252,265,9664033,1.0,0.029202893630484193,0.9707971063695156,3,21.0,6.0,14.0,6.0,12.0,2.0,2.0,1.0,1.0,2.0,15.0,1.0,2.0,2.0,30000.0,9.0,2.0,,,,6.0,6.0,2.0,,,,5.0,1.0,1.0,2.0,3,1,5,71,966403
260,274,9664434,1.0,0.17198140769183393,0.8280185923081663,4,6.0,6.0,7.0,1.0,12.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,4,1,5,71,966443
261,275,9664433,1.0,0.23251370964012255,0.7674862903598774,3,14.0,6.0,10.0,1.0,12.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,,3,1,5,71,966443
265,279,9753663,1.0,0.02031763368928516,0.9796823663107153,3,21.0,6.0,15.0,6.0,12.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,3.0,1.0,1.0,3,1,5,71,975366
266,283,9753684,1.0,0.0013392972241037615,0.998660702775895,4,18.0,6.0,11.0,3.0,12.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,3.0,1.0,1.0,4,1,5,71,975368
267,284,9753683,1.0,0.0012423629669524184,0.9987576370330489,3,20.0,6.0,15.0,3.0,12.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,3.0,1.0,1.0,3,1,5,71,975368
268,285,9753685,1.0,0.001428197599108709,0.9985718024008919,5,16.0,6.0,10.0,1.0,12.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,2.0,,5.0,3.0,1.0,1.0,5,1,5,71,975368
269,286,9753706,1.0,0.19385375520687148,0.8061462447931285,6,20.0,6.0,13.0,13.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,3.0,6,1,5,71,975370
279,297,9664414,1.0,0.18131006232834404,0.8186899376716568,4,13.0,6.0,8.0,1.0,12.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,4,1,5,71,966441
281,299,9753705,1.0,0.01900330412851236,0.9809966958714859,5,22.0,6.0,13.0,13.0,12.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,6.0,6.0,2.0,,9.0,,5.0,1.0,1.0,3.0,5,1,5,71,975370
282,305,9753744,1.0,0.1689490925951721,0.8310509074048288,4,9.0,6.0,7.0,1.0,12.0,2.0,3.0,1.0,3.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,4,1,5,71,975374
283,306,9753743,1.0,0.01668485820241933,0.9833151417975791,3,12.0,6.0,8.0,1.0,12.0,2.0,3.0,1.0,3.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,3,1,5,71,975374
284,307,9753754,1.0,0.02241154981471546,0.9775884501852838,4,11.0,6.0,8.0,1.0,12.0,2.0,3.0,1.0,,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,4,1,5,71,975375
285,308,9753753,1.0,0.02240689985800895,0.9775931001419904,3,15.0,6.0,10.0,1.0,12.0,2.0,3.0,1.0,,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,3,1,5,71,975375
298,329,9763763,1.0,0.0795942184222063,0.9204057815777941,3,17.0,6.0,11.0,1.0,12.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,,,,2.0,,,,6.0,6.0,2.0,,1.0,,5.0,5.0,2.0,,3,1,5,71,976376
300,331,9763778,1.0,0.09872041097075689,0.9012795890292414,8,25.0,6.0,15.0,2.0,12.0,2.0,2.0,1.0,1.0,15.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,8,1,5,71,976377
305,336,9763814,1.0,0.15040912265504275,0.849590877344958,4,18.0,6.0,13.0,11.0,10.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,2.0,,4,1,5,71,976381
306,337,9763813,1.0,0.01499100302252689,0.9850089969774736,3,15.0,6.0,10.0,1.0,10.0,2.0,2.0,,2.0,15.0,2.0,1.0,2.0,3.0,,2.0,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,1.0,9.0,3,1,5,71,976381
307,338,9763815,1.0,0.153930433794435,0.8460695662055662,5,16.0,6.0,11.0,3.0,10.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,1.0,,1.0,1.0,2.0,,5,1,5,71,976381
308,339,9763834,1.0,0.23252598308355993,0.7674740169164409,4,10.0,6.0,7.0,1.0,10.0,2.0,2.0,,1.0,15.0,2.0,1.0,2.0,,,,1.0,1000.0,9.0,1.0,2.0,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,4,1,5,71,976383
316,348,9763894,1.0,0.002336125915782529,0.9976638740842166,4,17.0,6.0,13.0,6.0,12.0,2.0,2.0,,5.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,5.0,1.0,1.0,1.0,4,1,5,71,976389
317,349,9763893,1.0,0.025688663595721837,0.9743113364042795,3,21.0,6.0,15.0,3.0,12.0,2.0,2.0,,1.0,2.0,15.0,1.0,2.0,3.0,,,1.0,1200.0,3.0,1.0,6.0,6.0,2.0,,1.0,,2.0,1.0,1.0,1.0,3,1,5,71,976389
318,350,9763895,1.0,0.002418777407732376,0.9975812225922673,5,14.0,6.0,8.0,1.0,12.0,2.0,1.0,,,2.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,4.0,,2.0,1.0,2.0,,5,1,5,71,976389
322,354,9763914,1.0,0.1971107076806755,0.8028892923193234,4,11.0,6.0,8.0,1.0,12.0,2.0,1.0,,,2.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,4,1,5,71,976391
323,355,9763913,1.0,0.20896117352987256,0.7910388264701289,3,13.0,6.0,8.0,1.0,12.0,2.0,1.0,,,2.0,15.0,1.0,1.0,,,,2.0,,,,1.0,6.0,1.0,1.0,4.0,,2.0,1.0,1.0,1.0,3,1,5,71,976391
324,356,9763923,1.0,0.06820528464721769,0.931794715352781,3,14.0,6.0,10.0,1.0,12.0,2.0,2.0,,2.0,2.0,15.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,4.0,,2.0,1.0,1.0,1.0,3,1,5,71,976392
342,374,9643244,1.0,0.10222379917854851,0.8977762008214513,4,18.0,6.0,14.0,10.0,12.0,1.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,,,,6.0,6.0,2.0,,3.0,1.0,4.0,1.0,2.0,1.0,4,1,5,71,964324
